NC_Number,Common,Distance,Splitting,Migration,Duplicates,Deletions,Splits,Longest_Group,Total_Fusions,Group_Fusions,Inversions
NC_002678,Mesorhizobium loti,53.98,0.27,0.18,0,6,3,2,0,0
NC_002516,Pseudomonas aeruginosa,30.34,0.27,0.27,0,4,3,3,0,0
NC_003197,Salmonella enterica,1.35,0.36,0.18,0,5,4,2,1,1
NC_002947,Pseudomonas putida,32.41,0.00,1.00,0,0,0,11,0,0
NC_005085,Chromobacterium violaceum,41.09,0.36,0.18,0,4,4,2,0,0
NC_003295,Ralstonia solanacearum,41.09,0.18,0.36,1,4,2,4,0,0
NC_004459,Vibrio vulnificus,16.31,0.27,0.18,0,6,3,2,1,1
NC_003198,Salmonella enterica,1.35,0.36,0.18,0,5,4,2,2,1
NC_003047,Sinorhizobium meliloti,53.98,0.36,0.18,0,5,4,2,0,0
NC_004603,Vibrio parahaemolyticus,16.58,0.36,0.18,0,5,4,2,0,0
NC_003919,Xanthomonas axonopodis,36.49,0.18,0.18,0,6,2,2,0,0
NC_004347,Shewanella oneidensis,21.85,0.36,0.18,1,5,4,2,0,0
NC_004463,Bradyrhizobium japonicum,53.02,0.27,0.64,1,0,3,7,0,0
NC_002928,Bordetella parapertussis,43.15,0.27,0.45,1,0,3,5,0,0
NC_002929,Bordetella pertussis,42.91,0.36,0.36,1,0,4,4,0,0
NC_002927,Bordetella bronchiseptica,42.91,0.27,0.45,1,0,3,5,0,0
NC_007086,Xanthomonas campestris,36.60,0.18,0.18,0,6,2,2,0,0
NC_000913,Escherichia coli,0.00,0.00,1.00,0,0,0,11,0,0
NC_004757,Nitrosomonas europaea,40.71,0.18,0.18,0,7,2,2,0,0
NC_003143,Yersinia pestis,5.52,0.27,0.18,0,6,3,2,1,1
NC_004578,Pseudomonas syringae,32.52,0.36,0.18,0,5,4,2,1,1
NC_002696,Caulobacter crescentus,53.20,0.27,0.18,0,6,3,2,0,0
NC_003062,Agrobacterium tumefaciens,53.64,0.36,0.18,0,5,4,2,0,0
NC_004741,Shigella flexneri,0.00,0.27,0.18,0,6,3,2,2,1
