NC_Number,Common,Distance,Splitting,Migration,Duplicates,Deletions,Splits,Longest_Group,Total_Fusions,Group_Fusions,Inversions
NC_002516,Pseudomonas aeruginosa,30.34,0.33,0.33,0,3,3,3,0,0
NC_003197,Salmonella enterica,1.35,0.11,0.78,0,0,1,7,0,0
NC_004310,Brucella suis,54.65,0.11,0.22,0,6,1,2,0,0
NC_002947,Pseudomonas putida,32.41,0.22,0.33,0,4,2,3,0,0
NC_005085,Chromobacterium violaceum,41.09,0.11,0.33,0,5,1,3,0,0
NC_004459,Vibrio vulnificus,16.31,0.22,0.33,0,4,2,3,0,0
NC_004917,Helicobacter hepaticus,74.29,0.00,0.33,0,6,0,3,0,0
NC_002928,Bordetella parapertussis,43.15,0.33,0.22,0,3,3,2,0,0
NC_003198,Salmonella enterica,1.35,0.22,0.44,0,1,2,4,0,0
NC_003047,Sinorhizobium meliloti,53.98,0.44,0.22,1,3,4,2,1,1
NC_004603,Vibrio parahaemolyticus,16.58,0.11,0.33,0,5,1,3,0,0
NC_004463,Bradyrhizobium japonicum,53.02,0.56,0.33,0,1,5,3,0,0
NC_002929,Bordetella pertussis,42.91,0.33,0.33,1,3,3,3,0,0
NC_002927,Bordetella bronchiseptica,42.91,0.33,0.33,1,3,3,3,0,0
NC_000913,Escherichia coli,0.00,0.00,1.00,0,0,0,9,0,0
NC_003143,Yersinia pestis,5.52,0.44,0.22,0,3,4,2,0,0
NC_002663,Pasteurella multocida,14.82,0.11,0.56,0,0,1,5,0,0
NC_002696,Caulobacter crescentus,53.20,0.22,0.22,0,5,2,2,0,0
NC_003062,Agrobacterium tumefaciens,53.64,0.22,0.33,0,4,2,3,0,0
NC_005090,Wolinella succinogenes,72.26,0.11,0.33,0,5,1,3,0,0
NC_012441,Brucella melitensis,54.65,0.11,0.22,0,6,1,2,0,0
NC_000907,Haemophilus influenzae,18.45,0.11,0.89,0,0,1,8,0,0
NC_004741,Shigella flexneri,0.00,0.56,0.33,1,0,5,3,0,0
