NC_Number,Common,Distance,Splitting,Migration,Duplicates,Deletions,Splits,Longest_Group,Total_Fusions,Group_Fusions,Inversions
NC_002678,Mesorhizobium loti,53.98,0.33,0.33,0,2,2,2,1,1
NC_002516,Pseudomonas aeruginosa,30.34,0.33,0.67,0,0,2,4,0,0
NC_002947,Pseudomonas putida,32.41,0.33,0.67,0,0,2,4,0,0
NC_005085,Chromobacterium violaceum,41.09,0.17,0.33,0,3,1,2,0,0
NC_004917,Helicobacter hepaticus,74.29,0.33,0.33,0,2,2,2,1,1
NC_002163,Campylobacter jejuni,75.28,0.33,0.33,0,2,2,2,1,1
NC_003295,Ralstonia solanacearum,41.09,0.33,0.50,0,1,2,3,0,0
NC_003047,Sinorhizobium meliloti,53.98,0.17,0.50,0,2,1,3,0,0
NC_004347,Shewanella oneidensis,21.85,0.17,0.50,0,2,1,3,0,0
NC_004463,Bradyrhizobium japonicum,53.02,0.67,0.33,0,0,4,2,1,1
NC_002928,Bordetella parapertussis,43.15,0.50,0.50,1,0,3,3,0,0
NC_002929,Bordetella pertussis,42.91,0.33,0.50,1,1,2,3,0,0
NC_002927,Bordetella bronchiseptica,42.91,0.50,0.50,1,0,3,3,0,0
NC_000913,Escherichia coli,0.00,0.00,1.00,0,0,0,6,0,0
NC_004757,Nitrosomonas europaea,40.71,0.00,0.50,0,3,0,3,0,0
NC_002663,Pasteurella multocida,14.82,0.17,0.33,1,3,1,2,0,0
NC_004578,Pseudomonas syringae,32.52,0.17,0.33,0,2,1,2,0,0
NC_003062,Agrobacterium tumefaciens,53.64,0.17,0.50,0,2,1,3,0,0
NC_004741,Shigella flexneri,0.00,0.33,0.50,1,1,2,3,0,0
